Formula,temperature(K),seebeck_coefficient(μV/K),electrical_conductivity(S/m),thermal_conductivity(W/mK),power_factor(W/mK2),ZT,reference
Nb1.00Co1.00Sn0.90Sb0.10,530,-115.05,130000,5.792,0.001720745,0.157457704,https://doi.org/10.1021/acsaem.1c02293
Ge1.00Se0.90Te0.10,530,130.05,2245,1.2233,3.80E-05,0.016450532,https://doi.org/10.1021/acsami.0c10850
Ge1.00Se0.85Te0.15,530,28.21,59328,1.7184,4.72E-05,0.014561881,https://doi.org/10.1021/acsami.0c10850
Ge1.00Se0.80Te0.20,530,27.44,71642,1.7282,5.39E-05,0.016543134,https://doi.org/10.1021/acsami.0c10850
Ge1.00Se0.75Te0.25,530,26.51,64552,1.5146,4.54E-05,0.015874757,https://doi.org/10.1021/acsami.0c10850
Ge1.00Se0.70Te0.30,530,26.15,64179,1.4854,4.39E-05,0.015659172,https://doi.org/10.1021/acsami.0c10850
Ge1.00Se0.65Te0.35,530,24.1,85450,1.7476,4.96E-05,0.015051507,https://doi.org/10.1021/acsami.0c10850
Ge1.00Se0.60Te0.40,530,94,133209,2.11,0.001177035,0.295653272,https://doi.org/10.1021/acsami.0c10850
Ge1.00Se0.55Te0.45,530,93.97,144403,2.1106,0.001275131,0.320202417,https://doi.org/10.1021/acsami.0c10850
Ge1.00Se0.50Te0.50,530,88.91,157407,2.2692,0.0012443,0.290621913,https://doi.org/10.1021/acsami.0c10850
Ba1.00Gd2.00Ni1.00O5.00,532,463.97,10.07626948,2.03125,2.17E-06,0.000568104,https://doi.org/10.1021/acs.inorgchem.7b00049
Ca0.10Ba1.00Gd1.90Ni1.00O5.00,532,204.41,65.12148048,2.2004,2.72E-06,0.000657868,https://doi.org/10.1021/acs.inorgchem.7b00049
In0.01Pb0.99Te0.99I0.01,533,-164,55300,1.593,0.001487349,0.497650289,https://doi.org/10.1063/1.3694742
In0.01Pb0.99Te1.00I0.00,533,-208.9,34000,1.548,0.001483733,0.51087194,https://doi.org/10.1063/1.3694742
In0.01Pb0.99Te1.00I0.00,533,-238.2,21550,1.35,0.001222731,0.482752164,https://doi.org/10.1063/1.3694742
In0.01Pb0.99Te1.00I0.00,533,-269.4,14150,1.38,0.00103247,0.4,https://doi.org/10.1063/1.3694742
In0.01Pb0.98Te0.99I0.01,533,-220.1,24200,1.44,0.001172345,0.437,https://doi.org/10.1063/1.3694742
In0.01Pb0.98Te1.00I0.00,533,-231.3,20100,1.33,0.001075344,0.430946037,https://doi.org/10.1063/1.3694742
In0.01Pb0.98Te1.00I0.00,533,-235.5,15900,1.43,0.000881818,0.3263,https://doi.org/10.1063/1.3694742
In0.01Pb0.99Te0.99I0.01,533,-195.24,37970,1.49,0.001447365,0.517748841,https://doi.org/10.1063/1.3694742
In0.01Pb0.99Te1.00I0.00,533,-259,19100,1.44,0.001281247,0.471,https://doi.org/10.1063/1.3694742
In0.01Pb0.99Te1.00I0.00,533,-224.3,15560,1.3948,0.000782831,0.299146145,https://doi.org/10.1063/1.3694742
Ge1.00Se0.95Te0.05,535,599.48,63.318,1.0631,2.28E-05,0.011451338,https://doi.org/10.1021/acsami.0c10850
Ag1.00Sb1.00Te2.00,537,165.04,35467,1.0633,0.000966057,0.487889371,https://doi.org/10.1021/acs.inorgchem.9b00852
Ca1.00Ti1.00O3.00,538,-257,2600,3.67,0.000171727,0.025174207,https://doi.org/10.1016/j.cej.2021.131121 
La0.15Ca0.85Ti1.00O3.00,538,-107,73120,3.496,0.000837151,0.135,https://doi.org/10.1016/j.cej.2021.131121 
La0.10Ca0.90Ti1.00O3.00,538,-129.4,26340,3.5,0.000441046,0.067795139,https://doi.org/10.1016/j.cej.2021.131121 
La0.25Ca0.75Ti1.00O3.00,538,-86,97300,3.3,0.000719631,0.117321627,https://doi.org/10.1016/j.cej.2021.131121 
La0.20Ca0.80Ti1.00O3.00,538,-92,118800,3.41,0.001005523,0.158642663,https://doi.org/10.1016/j.cej.2021.131121 
Cs1.00Nd2.00Ag3.00Te5.00,539,147.25,389.6,0.3112,8.45E-06,0.014631159,https://doi.org/10.1021/ic5007132
Cs1.00Pr2.00Ag3.00Te5.00,539,141.74,169,0.523,3.40E-06,0.003499118,https://doi.org/10.1021/ic5007132
Cs1.00Sm2.00Ag3.00Te5.00,539,189.35,188.24,0.4827,6.75E-06,0.007536227,https://doi.org/10.1021/ic5007132
Cs1.00Tb2.00Ag3.00Te5.00,539,173.7,345.2,0.375,1.04E-05,0.014970211,https://doi.org/10.1021/ic5007132
Ba7.97Ga15.95Sn30.08,540,353.87,10560,1.020110294,0.001322365,0.7,https://doi.org/10.1021/acs.chemmater.5b00025
Ba8.01Ga15.83Zn0.02Sn30.15,540,485.76,4254,1.033,0.001003786,0.524728223,https://doi.org/10.1021/acs.chemmater.5b00025
Ba8.01Ga15.88Zn0.01Sn30.11,540,444.7,6320,0.974175533,0.001249831,0.6928,https://doi.org/10.1021/acs.chemmater.5b00025
Ba8.01Ga15.89Zn0.01Sn30.10,540,404.6,10940,1.022,0.001787,0.946263183,https://doi.org/10.1021/acs.chemmater.5b00025
Ba8.00Ga15.88Zn0.01Sn30.12,540,396.48,12023,1.032771695,0.001889972,0.9882,https://doi.org/10.1021/acs.chemmater.5b00025
Ag1.00Sb0.93Mn0.07Te2.00,541,133.51,77973,1.1967,0.001389862,0.628324233,https://doi.org/10.1021/acs.inorgchem.9b00852
Bi1.00Cu1.00Se1.00O1.00,542,155.59,4776,0.5027,0.000115619,0.124657405,https://doi.org/10.1021/acsami.1c19266
Bi0.84Pb0.08Yb0.08Cu1.00Se1.00O1.00,543,121.38,20000,0.583,0.000294662,0.274445135,https://doi.org/10.1021/acsami.1c19266
Bi0.88Pb0.06Yb0.06Cu1.00Se1.00O1.00,543,148.68,25600,0.523,0.000565907,0.587547809,https://doi.org/10.1021/acsami.1c19266
Bi0.80Pb0.10Yb0.10Cu1.00Se1.00O1.00,543,121.71,20000,0.6286,0.000296266,0.255922208,https://doi.org/10.1021/acsami.1c19266
Bi0.96Pb0.02Yb0.02Cu1.00Se1.00O1.00,543,172,18300,0.66,0.000541387,0.445414015,https://doi.org/10.1021/acsami.1c19266
Ag1.00Sb0.99Mn0.01Te2.00,544,150.96,35333,0.9113,0.000805201,0.480664244,https://doi.org/10.1021/acs.inorgchem.9b00852
Mg2.00Sn0.99Sb0.01,544,-187.93,102632,4.1132,0.003624725,0.479395654,https://doi.org/10.1021/acsami.0c17462
Mg2.00Sn0.99Sb0.01,544,-153.02,216814,4.6478,0.005076726,0.594203472,https://doi.org/10.1021/acsami.0c17462
Mg2.00Sn0.98Sb0.02,544,-117.3,304464,5.17,0.004189208,0.440798725,https://doi.org/10.1021/acsami.0c17462
Ag1.00Sb0.95Mn0.05Te2.00,545,137.6,58400,1.095,0.001105732,0.550341291,https://doi.org/10.1021/acs.inorgchem.9b00852
Ag3.40Mo9.00Se11.00,547,104.4,41950,1.2,0.000457228,0.2053,https://doi.org/10.1063/1.3579261
Ag3.50Mo9.00Se11.00,547,107.6,41500,1.15,0.000480477,0.2265,https://doi.org/10.1063/1.3579261
Ag3.70Mo9.00Se11.00,547,112.5,40700,1.144,0.000515109,0.245,https://doi.org/10.1063/1.3579261
Ag3.80Mo9.00Se11.00,547,138.5,25900,0.82,0.00049682,0.331415476,https://doi.org/10.1063/1.3579261
Ag3.90Mo9.00Se11.00,547,146.6,21556,0.76,0.000463272,0.333433975,https://doi.org/10.1063/1.3579261
Cu2.82Ag0.18Sb1.00Se4.00,548,383.5,7000,0.83,0.001029506,0.69,10.1039/c9ta05115e
Cu2.88Ag0.12Sb1.00Se4.00,548,379,7286,0.94,0.001046568,0.62,10.1039/c9ta05115e
Cu2.94Ag0.06Sb1.00Se4.00,548,372,5501,1.04,0.00076125,0.401120395,10.1039/c9ta05115e
Cu3.00Sb1.00Se4.00,548,369,5150,1.2,0.000701229,0.320227979,10.1039/c9ta05115e
Bi0.92Pb0.04Yb0.04Cu1.00Se1.00O1.00,548,182.57,11034,0.5661,0.000367783,0.35602395,https://doi.org/10.1021/acsami.1c19266
Ag0.94Cu1.00Se1.00,549,202.6,20065,0.616,0.000823603,0.734023017,https://doi.org/10.1021/ic502102e
Ag1.00Cu1.00Se1.00,549,215.92,11513,0.5,0.000536753,0.589354478,https://doi.org/10.1021/ic502102e
Cu2.02Cd0.97Sn1.00Se4.00,550,191.2,7069,1.13,0.000258425,0.125781857,10.1002/adma.200900409
Cu2.05Cd0.95Sn1.00Se4.00,550,156,18258,0.9646,0.000444327,0.253348205,10.1002/adma.200900409
Cu2.10Cd0.90Sn1.00Se4.00,550,143.8,24080,0.8346,0.000497937,0.328139539,10.1002/adma.200900409
Cu2.00Cd1.00Sn1.00Se4.00,550,261.7,3465,1.37,0.000237307,0.095269263,10.1002/adma.200900409
Tm1.00Cu1.00Te2.00,550,123,48859,1.062606628,0.000739188,0.3826,10.1002/chem.201404453
Sr0.11Ba0.18Co4.00Sb12.09,550,-137,271364,4,0.005093231,0.700319251,10.1007/s00339-010-5711-3
Sr0.16Yb0.03Co4.00Sb11.82,550,-161,196364,3.45,0.005089951,0.811441503,10.1007/s00339-010-5711-3
Sr0.21Co4.00Sb12.25,550,-170,155000,3.8,0.0044795,0.648348684,10.1007/s00339-010-5711-3
Sr0.21Yb0.03Co4.00Sb12.12,550,-153,227273,3.72,0.005320234,0.786593686,10.1007/s00339-010-5711-3
Eu1.00Zn0.50Cd0.52Sb2.00,550,236,21100,1.03,0.001175186,0.627526291,10.1039/B916346H
Eu1.00Zn0.70Cd0.32Sb2.00,550,207.6,36640,1.23,0.001579102,0.706102487,10.1039/B916346H
Eu1.00Zn0.90Cd0.12Sb2.00,550,181.48,69000,1.518,0.002272514,0.82337476,10.1039/B916346H
Eu1.00Cd2.00Sb2.00,550,307,7500,0.81,0.000706868,0.479971759,10.1039/B916346H
Eu1.00Zn2.00Sb2.00,550,170,72000,1.574,0.0020808,0.727090216,10.1039/B916346H
Pb1.00Te1.00Ag2.00,550,-154.6,29000,0.469,0.000693134,0.8215,10.1039/c1jm13888j
Pb1.00Te1.00Ag2.00,550,-159.4,27150,0.532,0.000689837,0.713177323,10.1039/c1jm13888j
Pb1.00Te1.00Ag2.00,550,-174.7,24300,0.5233,0.000741638,0.772,10.1039/c1jm13888j
Ag2.00Te1.00,550,-119.7,46550,0.6013,0.000666973,0.61456,10.1039/c1jm13888j
V1.00Fe1.00Sb1.00,550,-204.6,75900,4.9639,0.003177262,0.3429,https://doi.org/10.1021/acs.chemmater.0c01189
Gd2.75Se4.00,550,-147,7230,0.8113,0.000156233,0.105914198,https://doi.org/10.1021/acs.chemmater.0c03581
Gd2.79Se4.00,550,-104.7,19937,1.268,0.000218551,0.09479744,https://doi.org/10.1021/acs.chemmater.0c03581
Gd2.84Se4.00,550,-95.7,28734,1.2717,0.00026316,0.113814601,https://doi.org/10.1021/acs.chemmater.0c03581
Gd2.00Se2.92,550,-115.58,25380,1.4,0.000339045,0.133196144,https://doi.org/10.1021/acs.chemmater.0c03581
Gd2.00Se2.94,550,-130.4,24850,1.532,0.000422553,0.151699972,https://doi.org/10.1021/acs.chemmater.0c03581
Gd2.00Se2.98,550,-167.2,28600,1.5057,0.000799537,0.292053771,https://doi.org/10.1021/acs.chemmater.0c03581
Cu1.55S1.00,550,26.03,415385,4.791,0.000281449,0.032309904,https://doi.org/10.1021/acs.chemmater.1c01856
Cu1.50S1.00,550,24.59,436190,5.11,0.00026375,0.028387984,https://doi.org/10.1021/acs.chemmater.1c01856
Cu1.60S1.00,550,33.32,332211,4.4,0.000368828,0.046103512,https://doi.org/10.1021/acs.chemmater.1c01856
Cu2.00Se1.00,550,125.66,64231,1.13,0.001014235,0.493654432,https://doi.org/10.1021/acs.chemmater.7b01687
Cu2.00Se0.88S0.12,550,186,25303,0.678,0.000875383,0.710118619,https://doi.org/10.1021/acs.chemmater.7b01687
Cu2.00Se0.92S0.08,550,170.33,35232,0.754,0.001022162,0.745608643,https://doi.org/10.1021/acs.chemmater.7b01687
Cu2.00Se0.94S0.06,550,165.46,39019,0.812,0.001068224,0.723550479,https://doi.org/10.1021/acs.chemmater.7b01687
Cu2.00Se0.96S0.04,550,153.29,43490,0.88,0.00102192,0.638700231,https://doi.org/10.1021/acs.chemmater.7b01687
Cu2.00Se0.98S0.02,550,150,47443,0.902,0.001067468,0.650894817,https://doi.org/10.1021/acs.chemmater.7b01687
Yb1.00Cd1.10Zn0.90Sb2.00,550,125.05,86111,1.4,0.001346561,0.502,https://doi.org/10.1021/acs.chemmater.8b02155
Yb1.00Cd1.20Zn0.80Sb2.00,550,134.95,80311,1.347,0.001462584,0.62,https://doi.org/10.1021/acs.chemmater.8b02155
Yb1.00Cd1.30Zn0.70Sb2.00,550,160.4,64200,1.242,0.001651748,0.731450346,https://doi.org/10.1021/acs.chemmater.8b02155
Yb1.00Cd1.40Zn0.60Sb2.00,550,178.78,52926,1.305,0.001691636,0.73,https://doi.org/10.1021/acs.chemmater.8b02155
Yb1.00Cd1.50Zn0.50Sb2.00,550,170.82,60900,1.2509,0.00177703,0.87,https://doi.org/10.1021/acs.chemmater.8b02155
Yb1.00Cd1.60Zn0.40Sb2.00,550,175.51,57600,1.308,0.001774297,0.8,https://doi.org/10.1021/acs.chemmater.8b02155
Yb1.00Cd1.70Zn0.30Sb2.00,550,180.4,50995,1.375,0.001659589,0.693,https://doi.org/10.1021/acs.chemmater.8b02155
Yb1.00Cd1.80Zn0.20Sb4.00,550,182.45,45691,1.3737,0.001520962,0.608960593,https://doi.org/10.1021/acs.chemmater.8b02155
Yb1.00Cd1.90Zn0.10Sb2.00,550,185.2,43866,1.437,0.001504562,0.575858684,https://doi.org/10.1021/acs.chemmater.8b02155
Yb1.00Cd2.00Sb2.00,550,148.87,72770,1.295,0.001612749,0.684951266,https://doi.org/10.1021/acs.chemmater.8b02155
Ag1.00Bi0.85Sb0.15Se2.00,550,354.17,127.5,0.372,1.60E-05,0.023645771,https://doi.org/10.1021/acs.inorgchem.9b00874
Ag1.00Bi0.95Sb0.05Se2.00,550,161.4,214,0.4,5.57E-06,0.007665201,https://doi.org/10.1021/acs.inorgchem.9b00874
Ag1.00Bi0.90Sb0.10Se2.00,550,250,237.3,0.374,1.48E-05,0.0194,https://doi.org/10.1021/acs.inorgchem.9b00874
Ag1.00Bi1.00Se2.00,550,460.94,405,0.483,8.60E-05,0.1074,https://doi.org/10.1021/acs.inorgchem.9b00874
Mg1.00Ag1.00Sb1.00,550,175.82,52000,1.0836,0.001607459,0.815893716,https://doi.org/10.1021/cm5041826
Mg1.00Ag1.00Sb0.98In0.01,550,165.45,96036,1.6732,0.002628861,0.864136679,https://doi.org/10.1021/cm5041826
Mg1.00Ag1.00Sb0.98In0.02,550,154.55,90450,1.6468,0.0022979,0.7658,https://doi.org/10.1021/cm5041826
Mg1.00Ag1.00Sb0.99In0.01,550,182.73,54000,1.1148,0.001803074,0.9068,https://doi.org/10.1021/cm5041826
Mg1.00Ag1.00Sb0.99In0.01,550,182.73,71091,1.352,0.002373746,0.989,https://doi.org/10.1021/cm5041826
Ge1.00Te1.00,550,75.4,280488,4,0.001594619,0.219260134,https://doi.org/10.1021/acsami.1c11599
Ge0.89In0.05Pb0.06Te1.00,550,186.55,56373,1.2667,0.001961831,0.851825375,https://doi.org/10.1021/acsami.1c11599
Ge0.87In0.05Pb0.08Te1.00,550,216.47,53241,1.226,0.002494834,1.119215865,https://doi.org/10.1021/acsami.1c11599
Ge0.85In0.05Pb0.10Te1.00,550,237.31,36076,1.1133,0.002031657,1.003693097,https://doi.org/10.1021/acsami.1c11599
Ge0.83In0.05Pb0.12Te1.00,550,235.63,26995,1.0867,0.001498803,0.7867,https://doi.org/10.1021/acsami.1c11599
Co0.95Ni0.05Ge1.00Te1.00,551,-75.74,133862,4.969,0.000767906,0.085151149,https://doi.org/10.1021/acs.inorgchem.1c01538
Co0.97Ni0.03Ge1.00Te1.00,551,-117.02,72074,4.4885,0.000986958,0.121157187,https://doi.org/10.1021/acs.inorgchem.1c01538
Co0.99Ni0.01Ge1.00Te1.00,551,-139.57,48404,4.7576,0.0009429,0.10920162,https://doi.org/10.1021/acs.inorgchem.1c01538
Co1.00Ge1.00Te1.00,551,-140,7181,5.97,0.000140748,0.012990273,https://doi.org/10.1021/acs.inorgchem.1c01538
Cu3.00Sn1.00S40.90Ga2.00Te30.11,554,88.89,122476,2.357,0.000967736,0.227461023,https://doi.org/10.1021/acs.inorgchem.1c01028
Cu3.00Sn1.00S40.91Ga2.00Te30.09,554,84.85,131670,3.181,0.000947961,0.165096028,https://doi.org/10.1021/acs.inorgchem.1c01028
Ag0.97Cu1.00Se1.00,557,204.46,15597,0.564,0.000652015,0.643922909,https://doi.org/10.1021/ic502102e
Sr14.70Ga28.70Ge56.60,563,-124,78042,1.742,0.001199974,0.38782161,10.1063/1.2194187
Ca1.55Yb3.45Al2.00Sb6.00,563,175,1317,0.87,4.03E-05,0.026100631,https://doi.org/10.1021/acs.inorgchem.0c01944
Ca1.58Yb3.42Al2.00Sb6.00,563,42.54,21845,3.5,3.95E-05,0.006358979,https://doi.org/10.1021/acs.inorgchem.0c01944
Sr14.50Ga29.20Ge56.30,564,-143.52,59949,1.8,0.001234829,0.386913064,10.1063/1.2194187
Ba8.03Cu5.00Ge40.97,564,-146.5,35600,1.237,0.000764056,0.348365109,10.1103/PhysRevB.87.115206
Ba8.00Cu5.00Si25.00Ge16.00,564,-91,88700,1.895,0.000734525,0.218613156,10.1103/PhysRevB.87.115206
Mg3.00Sb1.60Bi0.40,565,246,2010,0.53,0.000121637,0.129669803,10.1039/c3ra40457a
Mg3.00Sb1.80Bi0.20,565,386,865,0.74,0.000128882,0.098402797,10.1039/c3ra40457a
Mg3.00Sb1.90Bi0.10,565,364,690,0.77,9.14E-05,0.067082553,10.1039/c3ra40457a
Mg3.00Sb2.00,565,296,688,0.89,6.00E-05,0.038100654,10.1039/c3ra40457a
Mg2.99Na0.01Sb2.00,565,190,15500,0.98,0.00055955,0.322597704,https://doi.org/10.1016/j.actamat.2015.04.023
Ca0.99Yb4.01Al2.00Sb5.84Ge0.16,565,198.58,2570,0.978,0.000101345,0.058548224,https://doi.org/10.1021/acs.inorgchem.9b00181
Ba8.02Cu4.98Si35.00Ge5.99,566,-78.5,109000,2.25,0.000671685,0.1677,10.1103/PhysRevB.87.115206
Ba8.02Cu5.04Si6.00Ge34.93,566,-107,60700,1.4,0.000694954,0.282,10.1103/PhysRevB.87.115206
Ba8.04Cu4.99Si18.00Ge22.98,566,-169.8,25500,1.416,0.000735217,0.29387912,10.1103/PhysRevB.87.115206
Ba8.07Cu4.89Si41.03,566,-72.6,128829,2.685,0.000679027,0.143139343,10.1103/PhysRevB.87.115206
Ba8.00Cu5.04Si13.01Ge27.96,566,-106,65100,1.843,0.000731464,0.224638306,10.1103/PhysRevB.87.115206
Ba8.00Cu5.18Si9.98Ge30.85,566,-119,56800,1.67,0.000804345,0.271,10.1103/PhysRevB.87.115206
Ag0.01Cr1.99Se3.00,566,152.4,26500,1.6142,0.0006217,0.215811655,https://doi.org/10.1021/acs.inorgchem.8b01704
Ag0.02Cr1.98Se3.00,566,152.43,26750,1.53,0.000634,0.234,https://doi.org/10.1021/acs.inorgchem.8b01704
Ag0.03Cr1.97Se3.00,566,148.4,28400,1.506,0.000625441,0.235059388,https://doi.org/10.1021/acs.inorgchem.8b01704
Ag0.04Cr1.96Se3.00,566,145,28286,1.4917,0.000594713,0.225653712,https://doi.org/10.1021/acs.inorgchem.8b01704
Cr1.00Se3.00,566,159.86,24786,1.7583,0.000633412,0.203896381,https://doi.org/10.1021/acs.inorgchem.8b01704
Ag0.01Sn0.99Se1.00,567,401.28,586,0.2877,9.44E-05,0.185966982,https://doi.org/10.1021/acs.chemmater.7b01612
Ag0.01Sn0.99Se0.65S0.35,567,443.16,249.63,0.1767,4.90E-05,0.15731292,https://doi.org/10.1021/acs.chemmater.7b01612
Ag0.01Sn0.99Se0.85S0.15,567,426.07,458,0.141,8.31E-05,0.334342308,https://doi.org/10.1021/acs.chemmater.7b01612
Ag0.01Sn0.99Se0.80S0.20,567,433.33,432,0.1589,8.11E-05,0.289454578,https://doi.org/10.1021/acs.chemmater.7b01612
Ag0.01Sn0.99Se0.90S0.10,567,415.8,569,0.192,9.84E-05,0.290511325,https://doi.org/10.1021/acs.chemmater.7b01612
Ca1.11Yb3.89Al2.00Sb5.77Ge0.23,567,56.13,21402,1.963,6.74E-05,0.019476334,https://doi.org/10.1021/acs.inorgchem.9b00181
Sr14.10Ga29.60Ge56.30,568,-150.7,46800,1.74,0.001062851,0.346953638,10.1063/1.2194187
Sr15.00Ga29.50Ge55.60,568,-196.6,26375,1.21,0.001019435,0.478544645,10.1063/1.2194187
Cu1.00I0.00Bi2.00Te3.00,568,-151.47,79900,1.7288,0.001833159,0.60228717,https://doi.org/10.1021/acsami.0c09529
Ge0.55Pb0.45Te0.20Se0.80,569,230,2321,0.9136,0.0001132,0.070502189,https://doi.org/10.1021/acs.chemmater.6b02772
Ge0.55Pb0.45Te0.30Se0.70,569,299.375,4911,0.6355,0.000541,0.48438867,https://doi.org/10.1021/acs.chemmater.6b02772
Ge0.55Pb0.45Te0.40Se0.60,569,295,6790,0.7718,0.000657,0.3976,https://doi.org/10.1021/acs.chemmater.6b02772
Ge0.55Pb0.45Te0.50Se0.50,569,293.17,7534,0.502,0.000647537,0.788,https://doi.org/10.1021/acs.chemmater.6b02772
Ge0.55Pb0.45Te0.80Se0.20,569,149.07,19544,1.124,0.000434304,0.24,https://doi.org/10.1021/acs.chemmater.6b02772
Ca1.18Yb3.82Al1.84In0.16Sb6.00,569.4,39.5,28970,2.6083,4.52E-05,0.009867397,https://doi.org/10.1021/acs.inorgchem.0c01944
Ta0.84Ti0.16Fe1.00Sb1.00,570,165.5,202600,4.4,0.005549265,0.718882011,https://doi.org/10.1038/s41467-018-08223-5
Ta0.88Ti0.12Fe1.00Sb1.00,570,172,185933,4.604,0.005500642,0.681009094,https://doi.org/10.1038/s41467-018-08223-5
Ta0.92Ti0.08Fe1.00Sb1.00,570,194.8,144600,5.05,0.005487142,0.627,https://doi.org/10.1038/s41467-018-08223-5
Ta0.94Ti0.06Fe1.00Sb1.00,570,202.4,116800,5.03,0.00482,0.544,https://doi.org/10.1038/s41467-018-08223-5
Ta0.96Ti0.04Fe1.00Sb1.00,570,245.6,67300,5.195,0.004059493,0.45,https://doi.org/10.1038/s41467-018-08223-5
Ta0.98Ti0.02Fe1.00Sb1.00,570,263,46900,6.133,0.00322,0.301499246,https://doi.org/10.1038/s41467-018-08223-5
Ge0.55Pb0.45Te1.00,571,101.24,38462,2.25,0.000394218,0.100043696,https://doi.org/10.1021/acs.chemmater.6b02772
Mg2.00Cu3.00In3.00Te8.00,572,290.7,4862,1.73,0.000410871,0.13584853,https://doi.org/10.1021/acsaem.9b02004
Zn2.00Cu3.00In3.00Te8.00,572,190,13482,1.613,0.0004867,0.172593003,https://doi.org/10.1021/acsaem.9b02004
Ag8.00Sn0.70Ga0.30Se6.00,572,-296.6,1424,0.278,0.000125272,0.257752873,https://doi.org/10.1021/acsami.1c17548
Cu1.70Se1.00,572,40.59,424324,5.0062,0.000699094,0.079877329,https://doi.org/10.1021/acsami.1c18818
Cu1.80Se1.00,572,45.05,383784,4.5839,0.000778891,0.097193529,https://doi.org/10.1021/acsami.1c18818
Cu1.95In0.05Se1.00,572,271.64,6757,1.7,0.0005781,0.198,https://doi.org/10.1021/acsami.1c18818
Cu1.97In0.03Se1.00,572,174.3,34899,0.85,0.001060249,0.73,https://doi.org/10.1021/acsami.1c18818
Cu1.99In0.01Se1.00,572,164.85,41892,0.8875,0.001138437,0.7,https://doi.org/10.1021/acsami.1c18818
Cu2.10Se1.00,572,84.3,162200,2.2625,0.001152673,0.291416032,https://doi.org/10.1021/acsami.1c18818
Cu2.20Se1.00,572,141.7,55410,1.11,0.001112571,0.573325028,https://doi.org/10.1021/acsami.1c18818
Cu2.00Se1.00,572,76.2,189189,2.5093,0.001098515,0.250408615,https://doi.org/10.1021/acsami.1c18818
Bi2.00Te3.00,572,-75.32,15974,0.9598,9.06E-05,0.054006942,https://doi.org/10.1021/acsami.1c00355
Bi1.94Nb0.06Te3.00,572,-100.67,37597,0.8521,0.000381025,0.255775412,https://doi.org/10.1021/acsami.1c00355
Bi1.92Nb0.08Te3.00,572,-112.2,66667,0.763,0.00083926,0.62917016,https://doi.org/10.1021/acsami.1c00355
Bi1.90Nb0.10Te3.00,572,-105.5,34481,0.7395,0.000383782,0.296853807,https://doi.org/10.1021/acsami.1c00355
In4.00Se2.67Cl0.03,573,-179.2,33333,0.618,0.00108,0.996,10.1002/adma.201004739
Yb13.00Ca1.00Mn1.00Sb11.00,573,109,32400,0.897,0.000384944,0.242,10.1007/s11664-010-1149-9
Cu3.00Sb0.85Ge0.15S4.00,573,184.3,31350,1.178,0.001064849,0.51796158,10.1021/acs.jpcc.6b09379
Cu3.00Sb0.93Ge0.07S4.00,573,247.78,13638,0.96,0.000837304,0.499765845,10.1021/acs.jpcc.6b09379
Cu3.00Sb0.95Ge0.05S4.00,573,286.7,7333,0.865,0.00063,0.415,10.1021/acs.jpcc.6b09379
Cu3.00Sb0.97Ge0.03S4.00,573,349.45,4348,0.796,0.000530957,0.382209238,10.1021/acs.jpcc.6b09379
Cu3.00Sb0.99Ge0.01S4.00,573,424.3,1891,0.809,0.000340438,0.241125806,10.1021/acs.jpcc.6b09379
Cu3.00Sb0.90Ge0.10S4.00,573,227.3,17700,1.025,0.000914476,0.511214183,10.1021/acs.jpcc.6b09379
Cu3.00Sb1.00S4.00,573,584.6,378,0.779,0.000129184,0.095022529,10.1021/acs.jpcc.6b09379
In4.00Pb0.01Sn0.03Se2.90Cl0.06,573,-246.8,10100,0.61448,0.000613,0.573665265,10.1039/c4dt03432e
Zn0.85Cd0.15Sc0.02O1.03,573,-79,19800,5,0.000123572,0.014161328,10.1039/c6ta03126a
Zn0.88Cd0.12Sc0.02O1.03,573,-101,35570,4.25,0.00036285,0.04892066,10.1039/c6ta03126a
Zn0.95Cd0.05Sc0.02O1.03,573,-100,16800,6.75,0.000168,0.014261333,10.1039/c6ta03126a
Zn0.90Cd0.10Sc0.01O1.01,573,-101,49000,4.94,0.000499849,0.057978437,10.1039/c6ta03126a
Zn0.90Cd0.10Sc0.02O1.03,573,-99,47570,5,0.000466234,0.053430367,10.1039/c6ta03126a
Zn0.90Cd0.10Sc0.03O1.04,573,-92.7,44000,4.93,0.000378105,0.04394605,10.1039/c6ta03126a
Zn0.90Cd0.10Sc0.04O1.06,573,-110.2,37604,4.9545,0.000456664,0.05281436,10.1039/c6ta03126a
Zn1.00Sc0.02O1.03,573,-214.7,4428,19.583,0.000204113,0.005972375,10.1039/c6ta03126a
Sn0.80Ge0.20Mn0.15Te1.00,573,100,135100,1.638,0.001351,0.472602564,10.1039/c7cp04931e
Sn0.80Ge0.20Mn0.12Te1.00,573,95.4,150750,1.95,0.001372,0.403156885,10.1039/c7cp04931e
Sn0.80Ge0.20Mn0.20Te1.00,573,111,112869,1.677,0.001390659,0.4574,10.1039/c7cp04931e
Sn0.80Ge0.20Mn0.09Te1.00,573,94,155977,2.11,0.001378213,0.374272947,10.1039/c7cp04931e
Sn0.80Ge0.20Mn0.06Te1.00,573,86.7,173100,2.46,0.001301174,0.3016,10.1039/c7cp04931e
Sn0.80Ge0.20Mn0.03Te1.00,573,82,203400,2.984,0.001367662,0.25968,10.1039/c7cp04931e
Sn0.80Ge0.20Te1.00,573,67.6,256000,4.367,0.001169859,0.15349873,10.1039/c7cp04931e
Sn1.00Te1.00,573,56,335400,5.2,0.001051814,0.1145,10.1039/c7cp04931e
